"V1","V2","V3","V4","V5"
34655,16151,23403,729,44714
915,32750,15966,18758,33930
17161,1276,39490,13532,44018
33292,30494,10798,3112,25543
4068,36205,12609,34476,26963
5589,8990,894,6767,5365
29732,15283,2717,4407,19205
21175,39820,43947,17840,14
14822,30153,16300,19465,9305
30155,20693,46324,31504,39164
10647,5143,2156,5892,38743
17606,33857,36165,21721,33458
40643,44190,38219,29519,9118
28683,13246,36702,3774,33793
4968,39879,27071,20882,39743
10586,29316,34308,910,22838
21519,19055,17754,14733,21893
16516,15705,24171,33375,14358
46025,21802,2104,25513,21555
18699,6007,37938,18372,17019
24720,21039,32207,26366,6479
5423,19702,40837,11165,730
29099,43025,24266,21084,44638
46310,22921,32217,22042,45327
8201,29271,14887,41605,24854
2200,10992,8295,7981,16708
23463,27059,9783,15450,33787
25833,26429,1498,42868,822
43018,32105,38084,279,18276
24069,22439,11202,23070,2271
34417,1352,43640,41530,41141
12173,19185,20512,6261,34356
18658,30734,13236,6807,8504
27612,4239,35196,40748,40450
10251,43074,21077,20213,29988
30841,7587,39597,42063,41328
28536,38169,9579,31419,9705
21198,28041,30892,17395,13450
32221,43210,44358,30501,38559
43281,20431,41935,27505,42033
22942,20415,8933,23052,30280
43642,31020,14771,39590,17448
5905,11844,35056,33500,13097
37591,38463,18229,8975,43046
2819,23076,35023,24750,19954
26516,5858,139,21871,24381
24446,33468,27423,43401,4712
27979,46189,39937,18063,44221
39867,23747,15080,4923,37645
25494,34435,19652,42732,12373
29745,12667,36051,44256,23358
2755,4872,13021,8752,23980
8698,20685,38201,8543,27106
39409,19307,32005,9873,27354
4161,17961,23626,1502,28277
13109,31695,28164,40838,45635
29077,12343,45565,23338,7534
38903,42852,17293,4109,17263
33739,14721,6220,33551,44699
6560,45599,15017,43727,12812
15234,43232,12870,6932,21447
42583,21555,24928,23027,33496
2301,16345,5445,45727,4644
35591,25443,13957,36643,2130
13343,31974,16265,5243,1365
24779,901,8622,27894,19129
27956,17574,3344,23824,43580
31791,18752,10664,24664,17424
6157,726,4498,9139,18250
13593,39982,1369,35122,8392
44631,4892,45817,29226,44729
14347,29636,24157,45683,40955
33751,26268,36275,25968,9774
36822,1767,5003,35334,19027
32828,40652,25735,5560,16231
44617,1157,37970,15985,43102
46142,18973,23738,46198,14396
16892,25779,26187,19887,22171
16629,45463,17283,10656,6523
37027,10272,20006,31598,33127
45484,39745,14918,11649,17717
16198,12553,22408,17879,31416
30563,642,8393,12333,17771
22898,8070,14298,20512,8934
24981,4493,21625,10355,22172
2923,2690,36174,33298,35985
3013,8878,43013,12171,6380
14075,17338,33356,19018,11319
24024,16848,41512,6204,23847
9676,40016,21709,20184,45293
2342,22654,8090,12846,27073
20164,20410,30055,23066,31631
20738,34892,26695,11197,29929
36494,11536,13277,28141,17487
709,26973,27940,43064,3909
39691,312,29023,33528,9710
44293,41563,8144,33936,9512
27,46135,39382,45882,18151
33916,11704,5304,3016,28197
27087,16991,35034,23742,41304
14478,32955,17954,45357,40586
17882,39907,44206,25650,21792
43427,15005,28646,40482,6995
37570,33664,21454,37240,23614
30368,28735,29859,29612,30219
6470,1347,15612,5721,15861
3044,19822,34263,21933,21386
5326,30311,8976,7809,8377
23340,35821,18477,42001,6303
27897,44809,40327,37936,28302
40029,3352,35902,42066,23504
46235,34619,33581,28650,20309
40262,11965,10210,40937,31194
13028,44383,652,811,40030
32123,15434,41916,7288,38213
15664,8544,36734,12835,241
16250,5859,32197,35163,43873
6893,8864,28274,39194,45917
1341,13211,15371,35167,26445
4793,16839,36748,33978,42510
38867,6368,836,4317,19344
6903,5229,43863,23757,4406
33879,34869,29158,35930,34673
11823,32246,757,6798,45190
45289,27386,38822,23715,40647
32594,23428,2033,44900,28587
8347,36570,12134,43077,13044
15154,44456,34360,35616,22166
20584,22977,91,18396,37338
34832,39482,36138,456,27942
27820,26357,34911,42274,8709
36684,15650,9225,45073,15674
37555,42776,15112,23368,12347
2790,37654,32081,32541,15350
21300,19163,25845,17420,33746
43223,41224,45920,34672,41315
45633,30485,35239,30851,13868
41645,6969,24449,44119,13634
32533,17028,5529,34639,10004
21869,16171,1292,39460,30130
25795,25192,12437,21828,19615
37576,34364,37571,35316,37676
20421,21970,17850,37542,7719
25903,15485,6176,44084,12426
1361,30280,25886,20717,34931
26687,40170,1354,2345,23087
6044,37968,32018,31441,18111
4040,39082,15847,26340,15931
37139,41339,26472,15091,17308
7672,40724,14663,2422,38394
38961,16876,5274,14870,42348
35569,37339,12779,32654,7323
35999,16187,8716,7764,23216
2469,45768,43945,2050,4054
11404,10546,23114,38480,7084
29653,37358,32577,32988,2592
27221,14787,2539,46315,34440
29777,45694,35981,37756,19610
11455,18235,20196,5056,26779
28136,32097,39355,21646,30757
21355,18757,12893,25330,10187
373,14566,31893,41732,1892
28249,22152,37518,4908,38066
34638,26066,15324,8148,20061
18663,40355,21367,28587,25803
6773,23388,29757,18667,4445
7639,1708,41237,16763,17459
14227,11165,10159,43078,26761
761,33935,16430,17336,7972
21896,13918,16492,11997,35087
23963,41573,29808,12326,45278
3303,192,20637,16436,22745
40573,43774,40102,4829,9191
14851,23191,15300,3404,1332
39789,41225,5147,27749,11350
42188,2421,3302,1605,3491
691,5135,4620,7515,10936
2669,29136,30707,2417,40257
4708,40977,2412,14989,9396
20965,2689,18674,5467,31300
22552,23220,3306,27563,45401
23429,29282,7791,34847,33015
41873,18819,34869,28216,36425
43917,41985,7751,32400,23600
24754,16854,34553,25171,16508
18130,27936,8166,43840,16260
37020,28040,43116,27984,28463
39478,22063,20249,45240,39832
44156,20784,9558,15204,3868
41689,15459,6932,25132,26552
19412,23293,41245,3210,7524
21555,14395,2458,37163,12055
34085,43541,13883,42886,23177
7154,4878,44160,27433,19230
1221,29205,44630,37228,11713
35397,2949,8120,8298,25079
12386,22147,19111,25490,40868
45054,22457,34886,7259,44398
7963,166,26308,12298,44635
15725,16625,3518,4739,36161
21752,40749,22111,12879,16609
36165,24353,34286,26035,7775
7893,18393,36049,12733,27911
41066,20632,24916,35944,38409
21419,16466,43496,398,37728
36310,23439,38479,5477,19606
23528,28229,15013,12732,42900
6146,1407,18159,10487,5392
42299,6810,15042,39646,12415
17889,35638,42369,38934,34401
3631,5766,30562,31312,16264
22294,16757,8472,45916,39806
31923,16663,33104,28746,41168
35611,46148,15674,43924,23138
8249,21698,39353,39942,10077
29876,22246,44023,43418,32339
45654,28915,25809,4931,31096
33708,30981,1426,43599,12855
39426,28011,614,21843,43100
6461,2487,14241,40084,19855
40141,19505,42501,11302,12742
13898,32073,34156,37255,12941
29971,10917,42932,24438,28676
22261,14537,17350,18770,30771
31804,43361,20407,20699,40590
36070,6872,20854,1331,41152
5258,43007,2732,13178,17256
37624,17359,31533,2666,13993
16996,41864,24361,42985,26804
4133,38282,30200,16400,21241
12671,26650,28675,1010,37710
18005,9315,15157,26545,26315
3427,27142,1153,44238,219
34042,18328,10795,35769,28576
6984,39628,9730,1757,5783
33646,30220,39138,16263,18012
19161,6890,40439,15060,17080
30889,5070,14392,30181,13626
9903,20169,3920,4122,2459
32571,30957,8302,15664,19033
9923,42698,416,28411,24617
22073,11755,44005,37296,20332
45312,3134,13350,25197,2802
10730,45027,45249,31805,21529
38400,35479,29832,6926,33765
45611,27972,1161,7811,22859
24173,44752,23601,45961,43880
36403,28286,16155,21443,43794
43973,19580,40719,19077,38098
7757,16791,14348,39025,31763
29861,2737,10995,3177,38376
29990,9864,17582,36434,36259
29518,22515,5069,28523,37367
22078,35649,7618,11139,3238
15273,27265,19971,43944,44578
45565,533,20544,5367,20043
43214,32272,13421,26105,2215
32317,25232,45762,4260,11740
44853,14114,35493,9402,43790
33314,4401,25007,11994,7336
28658,9653,5956,39746,10017
38545,27461,27741,9693,30373
7355,8246,16973,24745,22578
26998,33739,13917,9773,18710
36111,43706,18109,9617,33621
8794,36503,38529,24597,37783
31222,11118,12220,31589,14136
18823,45048,10206,10765,12016
15043,38824,34985,15455,28573
8056,3299,36061,19982,12111
20721,1393,17381,8906,8967
39374,26916,34567,4205,26845
4002,4412,22705,2411,5055
8326,5301,29672,40311,7205
22816,32828,9629,21066,45074
27628,19598,11033,17952,16583
4980,4038,16743,45933,42263
23928,45931,44806,21500,571
21931,8895,40782,34555,40074
29148,22158,19814,28468,5619
18676,5489,17639,33680,22874
299,10951,40629,25065,43098
33516,25501,6829,45409,31592
21585,18853,13786,38387,40064
29159,28042,11865,38386,44153
29792,12954,41034,6101,10208
45168,40807,33874,36455,27589
26993,36718,21354,27108,30085
13807,42760,31031,13617,11174
3136,35174,21640,33502,44051
20607,15811,43727,4761,32553
26847,40490,33952,26596,20581
34840,40893,28458,1139,24634
38918,29295,39621,16364,30829
7610,22449,45729,43173,31193
25935,13259,22794,4836,13563
32290,36513,36251,24054,9862
9867,14475,33251,45701,3958
36626,113,29376,13648,12659
12122,21035,14066,18805,714
29771,12650,15842,36705,24148
43786,41178,41812,14702,41730
26529,5521,22655,31122,18806
17868,14512,14428,11363,34104
2376,28527,31192,3422,18739
20113,9200,16427,9538,18707
31420,39919,6966,19462,28212
492,37545,22456,37176,24960
24061,27044,1433,8647,16606
18608,29688,4341,14605,6382
25488,20211,36804,14928,40766
15632,29905,25255,25283,30139
200,22765,12514,42101,21106
34810,11815,22697,25627,27873
12574,15943,17782,23588,29553
15244,2563,11402,10798,30968
27393,4746,11517,31230,10767
35443,44774,38510,2823,23388
33162,1326,13754,9118,3558
5614,18577,7932,20698,10479
30987,20876,25550,42239,26965
20603,18284,4910,16148,14812
3256,10230,28438,13355,15154
17366,29756,19283,5448,29341
30203,38353,43598,36326,31307
558,26819,19469,41149,23020
11802,16093,3623,41390,4496
19255,45576,5327,15994,26880
34296,29137,12072,26256,1895
38009,44044,24461,4311,4170
39432,4289,32423,39939,24645
12906,17496,26056,13465,18090
14544,24172,23273,4150,39689
41714,38802,11360,20860,23208
15823,4411,27877,41536,33260
38801,7119,36550,7723,19214
2539,31877,46078,44872,24531
1805,3074,26989,41401,46059
6912,11654,42727,1114,29795
384,35874,27310,21302,37231
1437,42539,26862,10157,6619
43010,31449,37765,44857,28488
39581,32677,81,45729,32356
31124,36812,4481,2039,37720
10857,35521,3977,2938,14842
3542,37714,30805,35438,36603
15372,41725,28814,1929,2223
27933,34898,3211,26121,27191
40346,30240,556,2928,17114
15379,25357,27884,43787,13405
16515,39281,6429,27366,17051
21136,9985,32941,813,7356
606,12886,41397,22295,37028
35006,39200,42816,20576,35359
14878,24459,42404,29649,15000
1188,31441,12059,42414,24549
19502,19131,15784,28315,5521
15220,12252,32041,18680,44897
43871,30044,33481,2510,44347
34634,45700,76,9440,18368
31239,5180,24390,8898,16292
20817,25347,28767,42567,21878
16414,40121,439,18783,35658
10520,33273,45847,4510,7318
2125,32530,7220,31682,33603
22756,4819,45171,30147,38080
38670,38073,14269,33901,42497
11948,2049,4358,38803,971
9163,39450,38804,21693,18189
14195,16733,34165,14882,38069
6359,37979,34586,8032,44193
42476,18555,34401,455,34683
30409,28222,13214,13554,19005
27946,39924,6863,42630,44710
21655,15935,45935,23130,40347
12290,26689,13564,35986,42502
28300,27951,26967,10823,37823
23964,33825,27300,43809,5403
37078,23358,38459,5480,37056
42467,12176,17606,41054,33223
6941,24940,2654,32254,4485
4440,26570,13558,5602,29312
33741,24111,26186,43199,36182
7857,10871,9623,43091,28016
23496,17789,12523,22670,20066
8164,23173,21676,24503,40926
42680,25398,43924,37574,41230
43778,6076,39376,3546,42051
9167,24551,24076,15844,19676
16647,22461,18342,37893,35691
23585,41687,25431,20461,35238
45589,22474,1439,38988,19559
29263,22487,7779,37568,31770
29292,33451,32915,26671,40621
6145,28956,24377,24985,25873
13112,7613,111,32994,1043
15576,15,4409,36933,36409
9594,32741,14145,9541,116
39043,25080,24277,8258,41600
35285,23656,36898,19912,20779
8881,31395,34917,10391,446
24968,1745,24151,37670,15709
39954,38581,27128,27840,34509
14781,44259,23166,25963,21214
28728,16749,23657,29275,25957
24407,38828,22784,26681,26001
2246,7726,45976,25179,39641
43247,28745,21908,16391,3068
13126,1370,29785,34153,15801
14465,10520,37686,6257,657
15849,44691,34982,35085,43028
25655,36937,32463,17903,756
2553,10093,19083,12959,10408
958,11438,6378,27833,38113
33064,29610,37335,29295,3245
46088,43853,39579,6078,14543
29160,20037,45532,26539,18256
23505,42681,39063,29009,16386
20226,37963,30778,10149,6557
7111,12765,38950,35087,6070
20143,42030,36082,33064,10085
31568,24032,12617,21122,30184
38327,45434,16200,27034,5208
24919,15653,30482,41278,27897
32877,22528,23307,30721,18670
34824,31868,8103,32159,46251
41190,30581,39163,33266,25832
4653,31324,39051,43611,5444
22213,4130,38395,14068,29890
26422,7398,22121,35223,44420
3279,37980,31445,41012,11052
14435,11355,30844,9456,21578
36873,44285,9077,9220,43936
43044,9202,6938,26016,34461
14729,2234,46124,20912,40808
36444,39634,37337,18521,30247
13276,5199,19195,1194,38262
40648,45541,44955,19046,11131
38838,27957,13282,43670,14666
17973,38222,18397,29897,4952
45659,28073,20087,24928,21064
20996,18223,9321,43249,44905
2639,15085,35828,200,8761
22365,5695,9175,13931,39037
31061,10044,38824,13376,15482
15255,4730,1496,2242,436
35132,9633,15267,13452,45094
43769,25312,44992,11206,28214
15117,39225,38888,7219,46
16546,39707,22851,18694,5494
34918,2688,40268,21342,34036
7650,8925,19070,20730,6296
24760,32132,43179,2728,11428
45281,14445,2131,45724,44479
6390,41334,40385,42873,45071
20000,24997,35096,42361,38875
44880,5539,35014,13788,29775
4419,15585,3248,12867,14763
14720,33811,185,6109,34081
27643,23530,17535,38116,4607
10301,39601,44958,6613,35950
10094,8373,27298,23768,25015
32209,19817,44748,5648,22901
45225,9198,15420,34310,3902
10509,19074,18609,9662,10000
14811,15192,23156,13365,33284
44369,40164,15168,38074,38516
8245,24541,6202,39930,36143
38698,7009,16178,30680,42766
31554,43722,34316,12600,17787
8408,44340,5329,13646,6565
16220,15160,16061,34618,4686
33484,16239,40660,24234,12264
585,12882,37172,12081,4416
29815,23531,12738,6417,13644
46048,18218,6365,19091,18457
6332,15960,15740,16546,722
14556,19695,3700,4734,35389
39659,11469,3346,36700,6451
30838,4448,11972,44802,37146
22723,10031,23065,32873,28700
25422,11002,3119,28473,12649
3133,19782,1721,26088,6222
42519,30302,17085,15061,8579
711,4275,16619,1177,6937
20904,31709,10610,35161,39218
9528,39524,45176,18709,10399
42648,4738,21947,24700,43182
30658,38131,31411,24202,5905
18785,31716,7615,7941,15805
9150,30656,22843,20511,38664
5860,17670,23741,28282,14260
46289,10423,3387,41504,10286
3027,33907,8551,14147,477
5334,8079,39443,12568,45782
22870,8533,26726,14985,36781
2418,40701,32943,38529,38216
24048,32107,37783,41966,36261
11907,41695,32962,31511,46102
11203,45467,8615,45590,29650
19901,42485,11102,691,29342
42431,20983,33500,46080,14127
33774,36282,5251,19232,5048
21346,37130,12058,11967,3460
508,39591,23216,23508,26600
31125,37677,30809,41155,3759
17786,32510,33127,15128,29013
32545,42158,1352,28005,3961
15642,23647,1727,10028,39626
25845,13493,19867,18690,45744
38169,20560,44824,40105,19994
21620,8852,5240,17653,8756
4716,8891,43988,18967,41016
34492,35287,13968,4217,10242
35962,44655,35688,39432,33460
21035,9053,8243,3417,8228
1586,45200,16910,36141,24512
24317,6294,21650,45089,31974
35101,45438,40036,35917,11006
27360,40061,44054,7442,238
18046,28898,20418,31107,39468
16631,33287,10685,10090,27213
22953,17462,11955,44498,44228
33352,21089,17869,38392,9624
41411,29927,3617,45343,21310
26752,19493,6768,44416,10913
31547,277,45004,40188,26668
42367,5618,28482,39803,3117
34332,13012,32283,18457,18843
16876,15902,39064,36774,31577
40743,27409,35834,16250,34759
31656,23232,29341,39026,32999
25770,39315,43271,31828,9213
34823,3765,37479,19615,43551
8101,31274,33712,252,17330
3602,21678,1276,40527,20048
13079,39797,22561,2438,15808
3549,13634,5068,15206,38391
46296,3075,3187,29393,36445
25529,10135,28039,14128,14149
20444,21084,5302,42911,21249
32108,31017,19056,28277,30440
26773,44117,39482,43823,2411
22762,18059,35527,34979,36703
39254,29210,35259,2457,4023
28055,19488,37530,37167,31388
374,31362,35516,5678,16411
13265,10736,36813,36177,29397
11181,38877,18358,21821,17793
12516,7751,46117,12523,43429
37491,13916,3574,8304,35698
39614,3883,23260,13325,2764
37487,19999,7555,18816,30716
35156,43153,2792,25564,26423
44123,40332,38509,42335,26568
2442,25884,6476,43818,11547
9336,19775,15423,15916,22640
6251,39466,16257,43662,28390
45424,1130,17544,29294,13728
28282,33115,25882,4332,25316
31467,13880,30269,14604,31468
7689,18561,29696,44314,30543
17488,19674,32641,28431,3526
11658,38731,23085,22499,21649
19906,43771,45862,16613,25691
7161,25075,40329,1763,136
19648,29841,21905,14232,33231
21229,45996,10978,4018,40322
35315,28581,42079,15191,17716
44315,42829,38859,9739,38397
14887,20894,8422,7246,17525
21425,16142,11853,4573,12786
29047,14080,7679,14835,43172
22480,14058,5407,42814,42050
2041,8715,38879,2167,32578
36785,22040,42770,28696,36452
22129,17440,19269,30583,12707
38733,23096,37066,35509,31868
26603,8637,24309,37804,18481
31569,23511,6197,27167,43584
3106,19917,1259,37792,31771
30927,32949,32126,25813,11593
2903,17314,23509,30090,24325
35599,22953,18758,4278,11092
5766,4342,14239,41840,2077
29921,28964,28508,37122,43788
42468,427,27462,30433,22048
8776,7644,14444,37456,10469
36431,32766,31854,35381,5688
16497,1752,28056,12457,29321
17147,33112,15235,33236,38071
40168,23789,32966,33567,29896
25636,23549,35344,18719,13744
16779,7556,16138,33435,9608
20576,26802,4841,14475,40520
25413,22337,11165,44472,24886
20845,23015,33098,13749,19333
16232,6583,29726,30285,44537
1597,22226,5208,44299,37435
20048,58,21278,38840,34711
26569,31344,14406,141,41741
10398,29752,16141,22198,4443
44788,8228,5228,4442,16968
23542,42262,3463,8484,35783
25884,17142,14805,29067,17285
7094,6277,6272,3869,11165
29818,31218,30865,37413,45884
42340,26674,34555,5926,10542
32363,38111,45166,2677,15751
17723,41340,4836,2608,36175
37941,21047,5351,31836,36055
19385,44738,24068,19548,37001
19331,21254,5878,6021,5320
39815,23741,20286,11030,24489
372,16650,45217,41118,45801
28037,10699,19375,33283,42159
28192,41142,9812,43914,40915
32441,254,43750,33257,25824
2444,27099,25755,24117,26765
41882,3556,36448,31500,12233
34944,39451,16486,363,16663
19847,15645,23570,2569,24057
29502,33120,45504,45439,32695
42719,46347,41548,24481,18164
41302,11570,19856,41810,43709
41518,15275,18897,12432,3295
34102,23006,5861,32961,8997
18142,44765,1061,30341,23538
23790,18455,30109,26131,12775
29450,40564,45115,43743,41020
38879,26038,32759,35255,21405
41997,43933,13291,35938,45308
42716,3361,3688,10048,27499
8859,24935,45245,19746,27324
13225,4328,44965,32145,10732
17858,18592,29962,16004,38125
41567,1655,41955,24300,5184
4791,42817,14903,40734,30655
17232,15816,25875,27595,19450
33858,43235,974,27460,45148
30413,12590,10996,24412,25622
11075,4700,18491,17679,379
44266,27397,18502,16176,32881
16814,3390,28345,38612,1489
32378,13835,45742,32626,30301
31953,36551,13463,37868,36612
43386,605,4452,38130,11625
39712,24976,39825,12482,6016
44178,31638,38023,34207,45267
54,41208,43901,9103,2303
27758,24309,3498,30114,8098
7179,34762,26926,41955,1311
18392,2660,34002,34741,12227
16928,39220,15015,36463,20294
12388,37971,32884,45827,18621
28918,42780,31751,8319,45235
4329,3868,12172,34046,663
2568,9676,8352,2769,9082
39483,16428,17076,4993,11309
33133,39072,26469,36371,7092
31180,21995,24096,16678,20825
44130,28469,30223,6209,7628
31839,10089,42341,706,26625
15919,35887,22238,24555,9072
33003,26663,45980,2635,7236
26824,28715,8035,12188,28636
13186,18968,11252,5939,44889
39493,36020,1674,42514,21666
18627,26657,35855,45282,33879
26508,33560,46190,26459,7358
11163,43333,5449,31817,42097
38684,25527,30258,15832,4672
37425,12373,29468,592,39118
16971,17413,5696,10340,45216
38713,3912,26787,35459,17204
4803,30998,40827,35476,22418
43810,3246,30697,35540,12796
19107,23497,6726,33058,14264
39453,44324,30913,39067,44171
5015,24033,45746,41542,6863
338,35948,41840,25928,26201
31712,35570,6375,13321,23053
20474,3235,39830,42218,2498
6756,27997,4291,4984,7622
20782,34983,14385,44026,22047
823,26001,42525,27918,21272
29688,21951,3348,43113,39944
40476,44834,4260,11730,4651
766,17447,8287,32942,22707
2042,1799,32062,43127,42084
19742,9229,18403,33462,21663
36514,24857,8367,22924,2175
15145,26917,25829,22391,40864
29458,11849,36426,40101,28421
9928,41158,34186,17115,25621
35039,22490,6760,25691,30132
22106,10190,36717,33796,21450
44351,27696,1835,15959,6600
15001,7964,2472,30948,27340
34723,3092,31849,5617,17727
36583,37011,43238,21918,10939
24637,16028,8645,30879,43460
34394,14784,13621,32078,16482
37875,35347,4396,37271,12307
28782,15663,12976,31215,45474
22053,39140,24078,11351,12836
40830,46204,20910,44377,122
16068,44491,2921,39014,14571
32302,44935,1588,44588,27544
28555,25828,4276,5846,45529
38164,42984,33631,37748,38196
7339,13448,8452,7126,1587
21222,39478,32264,17158,29343
893,25561,31781,12332,8229
42872,2348,32414,41516,10515
10808,24140,23136,16435,5556
9938,38900,26138,28491,43594
36535,24917,21615,7969,18201
25303,14216,29834,19273,29453
6363,24416,26389,20090,18991
18204,5693,41430,43597,25032
25439,16519,44704,25015,41177
8493,28703,314,31958,18822
5211,15026,6434,3834,9825
9512,19150,21925,5758,33761
20590,3456,11697,18601,33958
7330,33530,10673,28699,14587
39597,32470,37289,4616,38758
6167,40791,3253,8309,28545
35066,7027,21320,41665,40151
26217,14801,39019,1396,32298
16524,6813,11591,9091,40200
25362,6894,1722,6949,22741
1169,882,11058,30319,28803
10260,20647,37987,32499,28864
35483,27451,35706,45491,24604
27441,17362,10561,346,17337
27361,14446,31811,39703,15910
32833,19027,28195,12448,6376
18160,1485,1326,5415,41001
16358,30394,22302,25746,35472
29607,8225,5379,34900,33983
35323,11984,45470,38276,13231
6830,29912,11672,29861,37415
14307,21086,18626,6519,41417
9505,23383,12747,2697,25785
14316,29593,32572,22485,19861
34674,29507,3887,4926,7636
27247,13477,43428,22847,1116
37897,39968,45192,7202,15707
23793,33277,14263,33280,23489
29016,27322,7021,23062,4031
4764,33290,40312,2584,42209
33982,17512,44440,44536,17965
11699,22827,15048,30753,18145
36314,20980,44382,23439,29781
19243,33338,30192,15690,4125
7405,25191,6774,16106,2042
6011,33587,5660,28232,7543
34222,2324,11172,44626,27688
45561,39470,44396,9277,31463
33023,33490,44521,25432,42803
45061,6920,36046,28154,41987
21466,30787,28044,23667,20903
5217,39471,27997,8486,9355
25171,40382,35573,14698,19915
19011,13533,15523,5117,25662
43100,20146,18616,39089,24933
14774,10631,37812,33808,10839
23692,1641,31905,4032,19488
3219,2928,34796,7263,34686
1532,38639,34547,6029,33753
34265,19595,45878,44741,8576
2466,45630,31910,29755,30270
35211,31605,38770,40320,33796
10330,21629,44503,28006,8623
3081,4147,43800,30442,20083
39477,19874,27540,15713,21100
13041,3037,18326,29023,19409
627,12055,24095,10302,38311
22536,11378,33230,39011,18579
18533,13488,21690,41076,6229
32320,14096,16534,43484,11831
33110,20251,40390,33424,26302
39977,22841,19988,34835,6064
18687,26878,45466,41440,43369
17454,9278,24804,31995,13246
31533,3761,7874,43376,24727
6085,5733,9067,40820,37269
13602,21889,6055,10638,35264
29359,22624,43728,10846,36144
43839,43642,43694,4754,21706
9934,25865,32699,33810,18764
35117,45072,16552,2485,12684
23107,28483,9429,44115,41494
37035,6742,20349,29762,20158
16673,20696,11369,6186,15578
33785,16903,1661,31736,26924
9022,39616,38074,4999,19968
17888,43968,33852,32415,27563
39709,40898,5201,21883,35861
8850,25084,36169,31044,37143
3524,26458,5021,34995,16269
37113,43971,10630,31703,22909
45306,34400,36806,32445,28742
397,9308,35213,42379,35292
32714,3942,43556,9272,37992
34556,38068,28554,35344,12049
38000,37662,44640,18074,5248
23938,8913,42123,26066,9525
18973,40205,30963,40386,2201
25233,10739,24363,33631,37650
26022,34399,104,3470,6807
16719,11749,45008,34727,18336
46223,45565,11442,16737,35589
41079,22714,29606,8489,16339
42586,829,28950,34077,26089
28487,29050,26970,417,18299
46271,37582,30761,42502,30328
14027,33663,15530,12410,442
10582,37369,883,20892,40480
36081,46030,5735,39336,12342
16248,13337,11717,10306,1471
13508,36358,7196,43465,13389
3403,24664,17476,6371,39975
7642,18661,40161,33069,16997
12222,11180,12545,41826,18866
18585,15280,29283,27685,37524
12021,12126,8787,8819,1158
31559,20313,38178,4848,18398
39516,29598,35369,28337,38949
35919,27324,18305,42412,34842
4172,387,27659,24058,20159
241,32408,21751,40778,22501
42345,38899,4424,43888,16111
6765,41138,14297,41515,39977
32746,44501,16609,35550,29372
3962,41153,27472,21906,4659
18322,28913,25271,8131,38272
27486,26858,38706,27116,46334
25106,11062,39463,40428,211
6080,15745,8726,5870,4717
43590,28720,10644,21576,39220
36903,12939,39923,19185,3508
30373,34518,37690,22713,1241
9908,23892,42574,25699,26095
40953,44198,27445,18586,7421
3528,13024,10329,18342,37678
16195,32593,8130,37786,12516
38034,20745,11380,12395,35154
30829,378,32655,22039,7489
7994,24755,19846,41168,20584
25328,26406,8803,2300,32410
37392,25394,18171,16043,12061
1702,20867,23893,40927,21362
3960,18388,30713,25574,23648
32830,30521,2983,21400,8425
6121,45426,17318,9732,12360
39803,10857,5522,27210,29586
36994,39114,17527,27813,20677
19787,33780,34309,20621,5401
32979,8399,4701,13858,25311
18545,910,10284,36453,3676
16468,7247,18637,531,26772
10110,30701,5354,6151,14862
38264,37030,40363,43940,20344
13310,26813,44014,19693,42115
35911,32503,13814,29407,46256
5308,30767,39337,2953,32405
136,3153,44082,17099,37574
23127,10436,20275,8716,41099
28201,30765,19812,36896,6623
7163,28023,31666,28624,42398
2637,3375,22174,19287,30919
37057,28202,5256,20998,21451
30953,1626,8161,37854,18446
32753,17160,27975,31113,28401
1162,35802,43197,16153,29364
28259,14024,30717,46276,21320
13791,38393,14045,32089,17168
13793,12675,12458,7719,30263
9052,10232,17399,9227,39632
37233,28031,14960,46213,6108
12155,29464,30002,29344,13300
9132,21431,16105,45402,40572
20912,44728,5613,17441,3884
4122,36453,2444,40391,5202
13866,9143,42904,20735,45606
43661,31493,18611,29261,16376
42656,26864,41402,37355,32458
45459,15831,39674,36053,42988
36867,228,18652,14463,28252
21621,13544,42974,45014,44792
11143,5812,26973,40268,8542
43087,7103,24108,16724,7670
26076,35897,34254,34268,6060
7275,11181,30167,20473,45543
10825,44871,2666,24164,34149
24351,21401,31604,38763,12391
43712,46108,12078,11926,25796
1587,43131,38270,42533,14263
9204,42599,42263,1850,8902
33811,16731,8408,22517,7462
38284,16985,43433,27169,13718
20326,8943,38577,38120,8491
21764,13901,22612,40175,5121
14792,13976,12110,46133,35305
17190,3720,17679,35449,32604
43668,34766,27297,22613,31987
11894,43658,2649,24349,27752
40250,9823,1281,35473,6367
9651,34059,35577,37645,4074
37032,1640,1478,18789,31332
5857,39474,19107,28289,10189
7044,36579,17617,21902,28147
16128,27826,31077,12897,28195
40230,41991,31481,1501,35834
21528,16397,3681,41470,31155
22583,10452,20417,9536,4640
11190,5816,13929,19909,17269
6319,21456,32582,45657,8454
26229,41360,26980,25223,14209
808,42835,42892,11690,10111
17329,8134,4266,34492,2176
46129,26524,7395,15045,41549
1318,10313,18075,34111,1346
24358,45801,37831,24707,30054
26736,27651,5645,34108,34311
29124,12916,27072,11290,16565
44681,36229,9,588,24522
5160,34771,43059,44438,30651
8043,45093,4753,32670,41847
22630,36388,2509,28886,8435
41985,19460,20353,41735,27011
3919,12114,12986,32730,13276
4511,45458,28493,24865,2849
9240,19965,39970,40899,1881
33402,35743,32767,2177,33160
29012,32161,41173,43728,33479
